epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,188.19,2.16474,1.26969,0.89328,0.72823,0.60076,0.63893,0.24602,1.99704,1.09266,0.91647,0.0015941,0.0015941,0.0015941
43,192.545,2.15188,1.27472,0.90455,0.69186,0.57034,0.61551,0.21762,2.18155,1.15443,0.91642,0.0015842,0.0015842,0.0015842
44,197.076,2.14071,1.28129,0.89125,0.72991,0.61977,0.66388,0.26773,1.97503,1.09621,0.90431,0.0015743,0.0015743,0.0015743
45,201.587,2.13558,1.19581,0.88983,0.78889,0.60624,0.67235,0.26491,2.00047,1.1146,0.91448,0.0015644,0.0015644,0.0015644
46,206.074,2.12241,1.22726,0.88842,0.75166,0.6483,0.6823,0.26681,1.97196,1.04475,0.90849,0.0015545,0.0015545,0.0015545
47,210.563,2.13918,1.22728,0.89795,0.779,0.61343,0.67493,0.26403,1.95308,1.07652,0.91327,0.0015446,0.0015446,0.0015446
48,214.832,2.13803,1.22971,0.89508,0.75256,0.61724,0.66208,0.2528,2.04165,1.05387,0.92332,0.0015347,0.0015347,0.0015347
49,219.216,2.11896,1.23371,0.89614,0.74081,0.59696,0.63897,0.23883,1.97594,1.03651,0.91818,0.0015248,0.0015248,0.0015248
50,223.545,2.07418,1.16756,0.88836,0.75058,0.58428,0.62824,0.24661,2.03979,1.06388,0.92837,0.0015149,0.0015149,0.0015149
51,227.899,2.13703,1.20808,0.88978,0.71361,0.63161,0.65887,0.25611,1.97745,1.07186,0.91085,0.001505,0.001505,0.001505
52,232.327,2.1364,1.20288,0.89602,0.7685,0.61343,0.6787,0.27239,1.98021,1.03961,0.91398,0.0014951,0.0014951,0.0014951
53,236.927,2.11744,1.18157,0.88782,0.75086,0.59949,0.62668,0.22445,2.1354,1.09984,0.91614,0.0014852,0.0014852,0.0014852
54,241.402,2.10646,1.17961,0.88289,0.79414,0.64512,0.68509,0.27002,2.00711,1.01259,0.91767,0.0014753,0.0014753,0.0014753
55,245.779,2.09333,1.1872,0.89186,0.77634,0.61591,0.68082,0.25881,1.99723,1.04222,0.91383,0.0014654,0.0014654,0.0014654
56,250.158,2.11127,1.19363,0.89879,0.74214,0.63625,0.67128,0.26363,1.97015,1.03316,0.91705,0.0014555,0.0014555,0.0014555
57,254.508,2.0977,1.21592,0.88394,0.77845,0.65146,0.6875,0.26692,1.98541,1.05919,0.91343,0.0014456,0.0014456,0.0014456
58,258.848,2.14983,1.21099,0.89217,0.79755,0.62611,0.69067,0.26816,2.01822,1.09627,0.92047,0.0014357,0.0014357,0.0014357
59,263.467,2.09519,1.213,0.88221,0.74392,0.65146,0.66995,0.26414,1.95349,1.05873,0.91575,0.0014258,0.0014258,0.0014258
60,267.941,2.08174,1.17317,0.89078,0.78556,0.63607,0.69899,0.27761,1.93597,1.04086,0.91365,0.0014159,0.0014159,0.0014159
61,272.639,2.05485,1.14716,0.89448,0.76805,0.62864,0.69181,0.26763,1.96584,1.02251,0.90798,0.001406,0.001406,0.001406
62,277.153,2.08162,1.17408,0.88274,0.71443,0.65,0.67268,0.26864,1.9529,1.04349,0.91392,0.0013961,0.0013961,0.0013961
63,281.788,2.09393,1.17931,0.87508,0.75956,0.63662,0.67272,0.27334,1.90579,1.06581,0.91277,0.0013862,0.0013862,0.0013862
64,286.108,2.05407,1.15492,0.88965,0.75996,0.64766,0.67064,0.2685,1.91739,1.06838,0.91533,0.0013763,0.0013763,0.0013763
65,290.21,2.08713,1.15489,0.88221,0.7989,0.6344,0.6939,0.27911,1.9303,0.98052,0.91103,0.0013664,0.0013664,0.0013664
66,294.8,2.09632,1.14892,0.89424,0.78121,0.64714,0.70425,0.27792,1.96875,0.98047,0.90932,0.0013565,0.0013565,0.0013565
67,299.364,2.07619,1.17258,0.88066,0.79984,0.62991,0.69335,0.27713,1.96994,1.01649,0.91491,0.0013466,0.0013466,0.0013466
68,303.714,2.08591,1.15841,0.88431,0.79666,0.65146,0.70016,0.28444,1.95352,1.05214,0.91618,0.0013367,0.0013367,0.0013367
69,308.25,2.06433,1.1933,0.87812,0.77369,0.62991,0.66777,0.27523,1.95268,1.0302,0.9136,0.0013268,0.0013268,0.0013268
70,312.627,2.01439,1.13066,0.8767,0.77411,0.64766,0.68891,0.27842,1.93802,1.00461,0.91224,0.0013169,0.0013169,0.0013169
71,317.024,2.01648,1.11664,0.88211,0.75726,0.65653,0.68397,0.2727,1.9408,1.02281,0.91426,0.001307,0.001307,0.001307
72,321.334,2.03662,1.11965,0.89046,0.77956,0.6109,0.67498,0.28715,1.91147,0.99775,0.90949,0.0012971,0.0012971,0.0012971
73,325.895,2.0354,1.13475,0.87718,0.77324,0.65261,0.68129,0.27652,1.95086,0.99716,0.91341,0.0012872,0.0012872,0.0012872
74,330.284,2.06079,1.12273,0.88488,0.75293,0.64887,0.68258,0.2713,1.96497,0.99607,0.90911,0.0012773,0.0012773,0.0012773
75,334.494,2.05673,1.12897,0.88158,0.78735,0.63498,0.67961,0.27949,1.96611,1.00594,0.90716,0.0012674,0.0012674,0.0012674
76,338.816,2.02031,1.12274,0.88108,0.7721,0.64512,0.69198,0.27215,1.99909,1.01501,0.91362,0.0012575,0.0012575,0.0012575
77,343.276,2.02495,1.12314,0.88355,0.80845,0.61515,0.68824,0.28692,1.96095,0.97529,0.90749,0.0012476,0.0012476,0.0012476
78,347.893,2.04982,1.12206,0.88149,0.77518,0.63625,0.68503,0.27877,1.92829,1.00529,0.91076,0.0012377,0.0012377,0.0012377
79,352.145,2.03521,1.14066,0.87411,0.77829,0.62484,0.67823,0.26973,1.95915,1.02877,0.91876,0.0012278,0.0012278,0.0012278
80,356.542,2.0138,1.1022,0.87674,0.81243,0.66286,0.69751,0.28237,1.92785,1.00905,0.91131,0.0012179,0.0012179,0.0012179
81,360.95,2.01894,1.12238,0.87682,0.79237,0.65782,0.70335,0.28363,1.94504,1.00304,0.91279,0.001208,0.001208,0.001208
82,365.364,1.99408,1.1175,0.86855,0.786,0.64242,0.69121,0.28138,1.91818,1.04245,0.91614,0.0011981,0.0011981,0.0011981
83,369.901,1.99455,1.11331,0.8711,0.7974,0.65019,0.7028,0.27926,1.92491,1.00498,0.91451,0.0011882,0.0011882,0.0011882
84,374.176,2.04806,1.13259,0.86863,0.78371,0.63878,0.70085,0.28216,1.93665,0.97622,0.90676,0.0011783,0.0011783,0.0011783
85,378.556,2.04256,1.11823,0.87467,0.78991,0.64132,0.70615,0.28993,1.91459,0.98391,0.90613,0.0011684,0.0011684,0.0011684
86,382.889,2.05075,1.12671,0.88124,0.79166,0.65272,0.71565,0.28378,1.96891,0.98734,0.90883,0.0011585,0.0011585,0.0011585
87,387.231,2.01571,1.09257,0.86922,0.78364,0.63371,0.68341,0.27605,1.96438,1.04031,0.91201,0.0011486,0.0011486,0.0011486
88,391.759,2.03034,1.10179,0.88493,0.78511,0.65019,0.70897,0.28831,1.91054,0.97875,0.90427,0.0011387,0.0011387,0.0011387
89,396.065,2.00715,1.08247,0.88225,0.82048,0.63625,0.70656,0.29406,1.94159,0.9704,0.90925,0.0011288,0.0011288,0.0011288
90,400.467,2.00604,1.09518,0.87575,0.80037,0.65043,0.724,0.29394,1.94867,0.96308,0.91062,0.0011189,0.0011189,0.0011189
91,404.77,2.03172,1.08937,0.88015,0.77419,0.66667,0.71118,0.28818,1.9232,0.98378,0.90395,0.001109,0.001109,0.001109
92,409.096,2.00403,1.08244,0.87668,0.75402,0.69075,0.71451,0.28808,1.89947,0.97871,0.91002,0.0010991,0.0010991,0.0010991
93,413.479,1.99357,1.08522,0.87546,0.80585,0.65146,0.71218,0.29258,1.92767,0.97858,0.90853,0.0010892,0.0010892,0.0010892
94,417.865,2.01354,1.07746,0.87133,0.76553,0.64142,0.69762,0.29199,1.87646,1.016,0.90531,0.0010793,0.0010793,0.0010793
95,422.19,1.96045,1.03697,0.87052,0.78294,0.65373,0.70308,0.29535,1.87761,0.97038,0.90451,0.0010694,0.0010694,0.0010694
96,426.547,1.99321,1.08112,0.87348,0.79151,0.63994,0.69932,0.29522,1.86537,0.98303,0.90271,0.0010595,0.0010595,0.0010595
97,430.884,1.98946,1.09068,0.87882,0.77785,0.66033,0.69923,0.29109,1.89629,1.00516,0.90409,0.0010496,0.0010496,0.0010496
98,435.393,2.02574,1.10593,0.87321,0.80582,0.673,0.71996,0.2936,1.89943,0.97139,0.90097,0.0010397,0.0010397,0.0010397
99,439.664,1.99862,1.08962,0.86942,0.79233,0.64892,0.71322,0.28765,1.90982,0.97734,0.90158,0.0010298,0.0010298,0.0010298
100,444.242,1.95385,1.07543,0.8768,0.7739,0.65779,0.7074,0.29325,1.89062,0.96954,0.9011,0.0010199,0.0010199,0.0010199
101,448.613,1.96808,1.08584,0.86874,0.78831,0.66667,0.70612,0.28495,1.88745,1.00521,0.90086,0.00101,0.00101,0.00101
102,452.904,1.96309,1.07925,0.86399,0.79487,0.67284,0.71742,0.29636,1.917,1.00129,0.90118,0.0010001,0.0010001,0.0010001
103,457.532,1.96648,1.06178,0.87031,0.80859,0.65653,0.71859,0.29513,1.91218,0.97738,0.90591,0.0009902,0.0009902,0.0009902
104,461.846,1.96244,1.04546,0.87211,0.79549,0.65906,0.71468,0.29886,1.8873,0.97083,0.90437,0.0009803,0.0009803,0.0009803
105,466.198,1.96978,1.0637,0.87788,0.78768,0.68061,0.73218,0.30382,1.86219,0.97388,0.89781,0.0009704,0.0009704,0.0009704
